NBA_team,nearest_month,total n,total weighted n,Q1010_total,Q3010_total,Q1030_total,Q1040_total,Q1010_adj_total,Q3010_adj_total,Q1030_adj_total,Q1040_adj_total,Q1010_weighted_total,Q3010_weighted_total,Q1030_weighted_total,Q1040_weighted_total,Q1010_n,Q3010_n,Q1030_n,Q1040_n,Q1010_weighted_n,Q3010_weighted_n,Q1030_weighted_n,Q1040_weighted_n,Q1010,Q3010,Q1030,Q1040,Q1010_adj,Q3010_adj,Q1030_adj,Q1040_adj,Q1010_weighted,Q3010_weighted,Q1030_weighted,Q1040_weighted
Indiana Pacers,4/1/2022,14,15.35,37,25,53,24,1,3,1,2,0.9,4.98,1.04,3.42,13,13,9,13,12.9,12.9,10.09,12.9,2.846153846,1.923076923,5.888888889,1.846153846,0.076923077,0.230769231,0.111111111,0.153846154,0.069767442,0.386046512,0.103072349,0.265116279
New Orleans Pelicans,4/1/2022,9,10.5,20,12,15,13,4,1,0,1,8.08,2.4,0,0.39,7,7,4,7,9.75,9.75,3.9,9.75,2.857142857,1.714285714,3.75,1.857142857,0.571428571,0.142857143,0,0.142857143,0.828717949,0.246153846,0,0.04
Los Angeles Lakers,4/1/2022,23,27.64,51,40,82,35,4,5,6,5,4.52,4.87,8.33,8.87,20,20,10,20,25.09,25.09,14.39,25.09,2.55,2,8.2,1.75,0.2,0.25,0.6,0.25,0.180151455,0.194101236,0.578874218,0.353527302
Orlando Magic,4/1/2022,33,40.23,74,57,129,44,8,8,7,10,9.05,10.24,3.45,11.92,27,27,17,27,30.54,30.54,17.76,30.54,2.740740741,2.111111111,7.588235294,1.62962963,0.296296296,0.296296296,0.411764706,0.37037037,0.296332678,0.33529797,0.194256757,0.390307793
Boston Celtics,4/1/2022,36,25.58,83,61,111,47,10,9,7,9,7.87,6.8,4.33,5.8,28,28,14,28,20.3,20.3,9.74,20.3,2.964285714,2.178571429,7.928571429,1.678571429,0.357142857,0.321428571,0.5,0.321428571,0.387684729,0.334975369,0.444558522,0.285714286
Atlanta Hawks,4/1/2022,30,26.25,67,50,118,45,8,6,7,7,5.69,5.72,6.21,6.12,26,26,14,26,23.75,23.75,13.21,23.75,2.576923077,1.923076923,8.428571429,1.730769231,0.307692308,0.230769231,0.5,0.269230769,0.239578947,0.240842105,0.47009841,0.257684211
Washington Wizards,4/1/2022,28,26.8,55,40,78,39,7,5,2,5,7.12,5.69,2,4.25,22,22,13,22,21.63,21.63,15.27,21.63,2.5,1.818181818,6,1.772727273,0.318181818,0.227272727,0.153846154,0.227272727,0.329172446,0.263060564,0.130975769,0.196486362
Detroit Pistons,4/1/2022,25,20.95,41,43,64,37,1,6,3,3,0.57,2.92,1.46,2.54,20,20,11,20,18.17,18.17,8.34,18.17,2.05,2.15,5.818181818,1.85,0.05,0.3,0.272727273,0.15,0.031370391,0.160704458,0.175059952,0.139790864
Portland Trail Blazers,4/1/2022,11,13.9,26,21,35,19,2,2,1,1,1.26,1.44,0.45,0.45,10,10,5,10,13.04,13.04,8.69,13.04,2.6,2.1,7,1.9,0.2,0.2,0.2,0.1,0.096625767,0.110429448,0.051783659,0.034509202
Chicago Bulls,4/1/2022,33,28.13,73,58,141,42,11,9,9,10,10.45,8.34,7.77,9.63,26,26,17,26,23.89,23.89,16.95,23.89,2.807692308,2.230769231,8.294117647,1.615384615,0.423076923,0.346153846,0.529411765,0.384615385,0.437421515,0.349100042,0.45840708,0.40309753
New York Knicks/Brooklyn Nets,4/1/2022,53,42.07,129,100,236,82,10,11,14,12,5.32,7.27,10.09,6.88,47,47,30,47,38.13,38.13,25.49,38.13,2.744680851,2.127659574,7.866666667,1.744680851,0.212765957,0.234042553,0.466666667,0.255319149,0.139522686,0.19066352,0.395841506,0.180435353
Memphis Grizzlies,4/1/2022,7,5.4,13,12,10,8,2,3,1,2,2.87,3.07,2.39,2.9,5,5,1,5,4.59,4.59,2.39,4.59,2.6,2.4,10,1.6,0.4,0.6,1,0.4,0.625272331,0.668845316,1,0.631808279
Charlotte Hornets,4/1/2022,46,42.09,88,69,137,67,5,7,6,5,2.42,9.86,7.42,3.87,36,36,20,36,31.68,31.68,18.68,31.68,2.444444444,1.916666667,6.85,1.861111111,0.138888889,0.194444444,0.3,0.138888889,0.076388889,0.311237374,0.397216274,0.122159091
Phoenix Suns,4/1/2022,19,21.99,36,26,54,23,3,3,2,5,3.07,3.12,1.61,4.75,14,14,10,14,18.24,18.24,13.54,18.24,2.571428571,1.857142857,5.4,1.642857143,0.214285714,0.214285714,0.2,0.357142857,0.168311404,0.171052632,0.118906942,0.260416667
Philadelphia 76ers,4/1/2022,36,28.22,68,54,116,44,7,8,6,6,4.95,4.18,4.5,3.09,25,25,16,25,19.28,19.28,10.62,19.28,2.72,2.16,7.25,1.76,0.28,0.32,0.375,0.24,0.256742739,0.216804979,0.423728814,0.16026971
Oklahoma City Thunder,4/1/2022,11,6.98,21,17,39,13,3,4,3,3,0.6,0.8,0.6,0.6,8,8,6,8,5.98,5.98,4.64,5.98,2.625,2.125,6.5,1.625,0.375,0.5,0.5,0.375,0.100334448,0.133779264,0.129310345,0.100334448
Milwaukee Bucks,4/1/2022,16,20.94,36,29,54,25,2,3,3,3,5.88,6.99,2.43,2.43,14,14,7,14,18.35,18.35,6.01,18.35,2.571428571,2.071428571,7.714285714,1.785714286,0.142857143,0.214285714,0.428571429,0.214285714,0.320435967,0.380926431,0.404326123,0.132425068
San Antonio Spurs,4/1/2022,14,10.39,31,20,47,18,2,2,1,6,1.36,1,0.96,5.13,12,12,7,12,8.66,8.66,5.22,8.66,2.583333333,1.666666667,6.714285714,1.5,0.166666667,0.166666667,0.142857143,0.5,0.15704388,0.115473441,0.183908046,0.592378753
Sacramento Kings,4/1/2022,9,14.11,18,15,6,13,2,1,0,1,5.22,2.19,0,2.92,7,7,2,7,11.69,11.69,1.59,11.69,2.571428571,2.142857143,3,1.857142857,0.285714286,0.142857143,0,0.142857143,0.4465355,0.187339607,0,0.249786142
Denver Nuggets,4/1/2022,14,13.25,21,18,30,16,1,3,1,2,1.16,2.36,1.16,1.79,9,9,4,9,8.44,8.44,3.28,8.44,2.333333333,2,7.5,1.777777778,0.111111111,0.333333333,0.25,0.222222222,0.137440758,0.279620853,0.353658537,0.212085308
Dallas Mavericks,4/1/2022,19,21.93,31,23,44,23,2,3,1,3,1.05,3.5,2.47,1.87,13,13,6,13,16.47,16.47,5.5,16.47,2.384615385,1.769230769,7.333333333,1.769230769,0.153846154,0.230769231,0.166666667,0.230769231,0.063752277,0.21250759,0.449090909,0.113539769
Cleveland Cavaliers,4/1/2022,23,21.58,53,46,75,42,3,6,4,2,3.06,6.52,4.27,4.05,22,22,13,22,18.94,18.94,14.17,18.94,2.409090909,2.090909091,5.769230769,1.909090909,0.136363636,0.272727273,0.307692308,0.090909091,0.16156283,0.344244984,0.301340861,0.213833157
Utah Jazz,4/1/2022,3,2.44,8,7,6,6,0,1,0,0,0,1.09,0,0,3,3,1,3,2.44,2.44,0.74,2.44,2.666666667,2.333333333,6,2,0,0.333333333,0,0,0,0.446721311,0,0
Houston Rockets,4/1/2022,18,15.83,45,30,69,24,3,3,2,6,1.96,2.19,0.47,4.59,15,15,11,15,13.55,13.55,11.08,13.55,3,2,6.272727273,1.6,0.2,0.2,0.181818182,0.4,0.144649446,0.161623616,0.042418773,0.338745387
Miami Heat,4/1/2022,21,20.22,49,36,77,25,6,5,5,7,6.31,8.02,5.26,7.16,16,16,11,16,17.68,17.68,13.96,17.68,3.0625,2.25,7,1.5625,0.375,0.3125,0.454545455,0.4375,0.356900452,0.45361991,0.376790831,0.404977376
Los Angeles Lakers/Clippers,4/1/2022,26,41.1,68,59,133,35,9,15,9,11,12.09,16.79,16.92,12.37,23,23,16,23,35.52,35.52,27,35.52,2.956521739,2.565217391,8.3125,1.52173913,0.391304348,0.652173913,0.5625,0.47826087,0.340371622,0.472691441,0.626666667,0.348254505
Golden State Warriors,4/1/2022,10,15.7,20,16,44,9,2,3,2,5,6.75,7.74,6.75,11.92,7,7,6,7,12.99,12.99,12.43,12.99,2.857142857,2.285714286,7.333333333,1.285714286,0.285714286,0.428571429,0.333333333,0.714285714,0.519630485,0.595842956,0.54304103,0.917628945
Minnesota Timberwolves,4/1/2022,15,12.71,30,26,45,20,3,3,2,4,3.72,4.13,0.82,4.33,12,12,7,12,10.76,10.76,7.08,10.76,2.5,2.166666667,6.428571429,1.666666667,0.25,0.25,0.285714286,0.333333333,0.345724907,0.383828996,0.115819209,0.402416357
New York Knicks,4/1/2022,7,5.73,16,10,20,8,2,1,1,2,1.85,1.65,1.65,3.5,5,5,3,5,4.76,4.76,3.7,4.76,3.2,2,6.666666667,1.6,0.4,0.2,0.333333333,0.4,0.388655462,0.346638655,0.445945946,0.735294118
Unsure,5/1/2022,165,166.21,310,263,387,205,30,31,20,23,34.75,42.79,17.69,25.32,131,131,65,114,137.61,137.61,67.48,118.5,2.366412214,2.007633588,5.953846154,1.798245614,0.229007634,0.236641221,0.307692308,0.201754386,0.252525253,0.310951239,0.262151749,0.213670886
Los Angeles Lakers/Clippers,5/1/2022,48,58.03,124,103,209,66,15,21,12,20,18.53,26.04,12.95,20.48,43,43,27,43,54.13,54.13,34.95,54.13,2.88372093,2.395348837,7.740740741,1.534883721,0.348837209,0.488372093,0.444444444,0.465116279,0.342324035,0.481064105,0.370529328,0.37834842
Los Angeles Lakers,5/1/2022,14,15.84,25,23,45,18,3,5,2,2,2.96,5.04,1.95,2.16,10,10,7,10,11.48,11.48,5.82,11.48,2.5,2.3,6.428571429,1.8,0.3,0.5,0.285714286,0.2,0.257839721,0.43902439,0.335051546,0.18815331
New Orleans Pelicans,5/1/2022,20,20.61,46,42,83,21,7,12,7,5,10.23,15.73,12.07,7.23,15,15,10,13,17.16,17.16,13.84,15.43,3.066666667,2.8,8.3,1.615384615,0.466666667,0.8,0.7,0.384615385,0.596153846,0.916666667,0.872109827,0.468567725
New York Knicks/Brooklyn Nets,5/1/2022,65,68.63,158,119,309,66,21,24,19,22,25.14,28.05,21.14,26.94,51,51,38,44,58.33,58.33,42.65,48.26,3.098039216,2.333333333,8.131578947,1.5,0.411764706,0.470588235,0.5,0.5,0.430996057,0.480884622,0.495662368,0.558226274
Boston Celtics,5/1/2022,55,45.64,112,93,168,66,10,12,9,12,12.96,12.97,9.79,14.41,45,45,21,39,40.09,40.09,19.98,33.97,2.488888889,2.066666667,8,1.692307692,0.222222222,0.266666667,0.428571429,0.307692308,0.323272637,0.323522075,0.48998999,0.424197822
Detroit Pistons,5/1/2022,37,30.96,83,65,146,47,14,15,10,7,13.46,13.63,10.53,7.71,29,29,19,27,24.95,24.95,17.52,22.27,2.862068966,2.24137931,7.684210526,1.740740741,0.482758621,0.517241379,0.526315789,0.259259259,0.539478958,0.546292585,0.601027397,0.346205658
Oklahoma City Thunder,5/1/2022,10,8.94,17,15,26,12,0,2,1,0,0,0.57,0.28,0,7,7,4,6,7.14,7.14,4.24,3.58,2.428571429,2.142857143,6.5,2,0,0.285714286,0.25,0,0,0.079831933,0.066037736,0
Portland Trail Blazers,5/1/2022,16,16.41,37,29,58,20,4,4,3,4,3.2,2.59,2.2,2.6,14,14,7,12,12.45,12.45,5.97,11.44,2.642857143,2.071428571,8.285714286,1.666666667,0.285714286,0.285714286,0.428571429,0.333333333,0.257028112,0.208032129,0.368509213,0.227272727
Washington Wizards,5/1/2022,45,47.38,104,79,156,51,13,14,8,11,18.59,15.2,9.87,13.44,36,36,20,31,40.84,40.84,20.1,38.48,2.888888889,2.194444444,7.8,1.64516129,0.361111111,0.388888889,0.4,0.35483871,0.455190989,0.372184133,0.491044776,0.349272349
Philadelphia 76ers,5/1/2022,52,43.5,110,98,152,70,12,16,9,10,11.02,14.27,9.47,9.49,44,44,20,40,39.44,39.44,21.55,37.21,2.5,2.227272727,7.6,1.75,0.272727273,0.363636364,0.45,0.25,0.279411765,0.361815416,0.439443155,0.255038968
No Team,5/1/2022,134,130.07,276,219,357,160,24,27,20,20,27.77,33.58,26.06,27.46,109,109,53,90,110.18,110.18,64.62,92.44,2.532110092,2.009174312,6.735849057,1.777777778,0.220183486,0.247706422,0.377358491,0.222222222,0.252042113,0.304774006,0.403280718,0.297057551
Miami Heat,5/1/2022,18,21.56,49,34,82,21,7,4,6,3,7.79,3.62,8.62,3.42,16,16,10,12,19.81,19.81,14.27,15.93,3.0625,2.125,8.2,1.75,0.4375,0.25,0.6,0.25,0.39323574,0.182735992,0.604064471,0.214689266
Memphis Grizzlies,5/1/2022,8,5.43,20,13,26,13,2,0,1,3,1.08,0,0.41,2.38,8,8,4,8,5.43,5.43,2.69,5.43,2.5,1.625,6.5,1.625,0.25,0,0.25,0.375,0.198895028,0,0.152416357,0.438305709
Houston Rockets,5/1/2022,23,21.28,51,43,88,27,7,8,6,5,10.57,12.38,10.02,6.7,18,18,12,16,18.73,18.73,13.5,14.99,2.833333333,2.388888889,7.333333333,1.6875,0.388888889,0.444444444,0.5,0.3125,0.564335291,0.660971703,0.742222222,0.446964643
San Antonio Spurs,5/1/2022,16,19.93,32,31,48,16,4,7,2,4,3.5,6.3,2.85,4.54,13,13,8,10,12.41,12.41,8.07,10.59,2.461538462,2.384615385,6,1.6,0.307692308,0.538461538,0.25,0.4,0.28203062,0.507655117,0.353159851,0.428706327
Minnesota Timberwolves,5/1/2022,10,10.14,19,12,25,9,1,1,1,1,1.18,1.18,1.18,0.91,8,8,4,5,9.09,9.09,5.67,7.3,2.375,1.5,6.25,1.8,0.125,0.125,0.25,0.2,0.129812981,0.129812981,0.208112875,0.124657534
Milwaukee Bucks,5/1/2022,20,18.67,43,34,78,24,5,5,3,4,5.2,5.43,4.79,5.41,15,15,12,14,13.7,13.7,10.6,12.97,2.866666667,2.266666667,6.5,1.714285714,0.333333333,0.333333333,0.25,0.285714286,0.379562044,0.396350365,0.451886792,0.417116423
Orlando Magic,5/1/2022,22,23.65,55,42,96,25,7,9,6,7,9.84,11.84,10.17,9.5,19,19,12,16,21.47,21.47,14.24,15.75,2.894736842,2.210526316,8,1.5625,0.368421053,0.473684211,0.5,0.4375,0.458313926,0.551467163,0.714185393,0.603174603
Atlanta Hawks,5/1/2022,28,29.05,55,42,89,20,8,9,4,6,7.31,13.35,7.06,11.68,17,17,12,13,22,22,18.52,16.33,3.235294118,2.470588235,7.416666667,1.538461538,0.470588235,0.529411765,0.333333333,0.461538462,0.332272727,0.606818182,0.381209503,0.71524801
Dallas Mavericks,5/1/2022,23,18.94,56,36,104,29,7,3,4,5,5.43,2.92,4.06,5.09,19,19,14,17,16.4,16.4,13.36,15.69,2.947368421,1.894736842,7.428571429,1.705882353,0.368421053,0.157894737,0.285714286,0.294117647,0.331097561,0.17804878,0.303892216,0.324410453
New York Knicks,5/1/2022,6,5.38,7,4,9,4,0,0,0,0,0,0,0,0,3,3,2,2,2.27,2.27,2.07,2,2.333333333,1.333333333,4.5,2,0,0,0,0,0,0,0,0
Denver Nuggets,5/1/2022,14,14.37,21,16,35,8,3,3,2,4,4.14,3.22,2.38,4.82,7,7,6,6,6.94,6.94,6.34,5.89,3,2.285714286,5.833333333,1.333333333,0.428571429,0.428571429,0.333333333,0.666666667,0.596541787,0.463976945,0.375394322,0.818336163
Chicago Bulls,5/1/2022,37,36.09,100,70,217,45,14,10,13,13,13.7,12.67,13.9,13.21,33,33,29,29,33.66,33.66,30.44,30.88,3.03030303,2.121212121,7.482758621,1.551724138,0.424242424,0.303030303,0.448275862,0.448275862,0.407011289,0.376411171,0.456636005,0.427784974
Cleveland Cavaliers,5/1/2022,21,18.51,41,32,48,20,6,6,2,4,6.93,7.59,4.14,6.39,14,14,9,12,14.28,14.28,9.78,12.1,2.928571429,2.285714286,5.333333333,1.666666667,0.428571429,0.428571429,0.222222222,0.333333333,0.485294118,0.531512605,0.423312883,0.528099174
Charlotte Hornets,5/1/2022,45,31.88,107,84,167,63,9,13,5,9,5.89,8.77,1.95,5.26,39,39,26,36,27.73,27.73,17.39,23.75,2.743589744,2.153846154,6.423076923,1.75,0.230769231,0.333333333,0.192307692,0.25,0.212405337,0.316263974,0.11213341,0.221473684
Phoenix Suns,5/1/2022,19,28.21,35,24,63,19,4,3,3,3,5.87,5.26,6.78,2.48,12,12,8,11,21.12,21.12,15.25,17,2.916666667,2,7.875,1.727272727,0.333333333,0.25,0.375,0.272727273,0.277935606,0.24905303,0.444590164,0.145882353
Indiana Pacers,5/1/2022,10,9.25,19,15,27,10,1,2,1,2,0.9,1.23,0.9,1.23,8,8,5,6,5.38,5.38,2.54,3.77,2.375,1.875,5.4,1.666666667,0.125,0.25,0.2,0.333333333,0.167286245,0.228624535,0.354330709,0.326259947
Golden State Warriors,5/1/2022,5,11.93,16,10,33,9,1,1,1,1,4.48,3.75,4.48,0.78,5,5,5,5,11.93,11.93,11.93,11.93,3.2,2,6.6,1.8,0.2,0.2,0.2,0.2,0.375523889,0.314333613,0.375523889,0.065381391
Sacramento Kings,5/1/2022,6,10.06,15,11,14,9,2,2,0,1,8.09,5.69,0,5,5,5,3,5,9.74,9.74,8.81,9.74,3,2.2,4.666666667,1.8,0.4,0.4,0,0.2,0.830595483,0.584188912,0,0.513347023
Utah Jazz,5/1/2022,6,6.89,9,6,15,4,1,1,1,0,0.2,0.93,0.2,0,3,3,2,2,1.59,1.59,0.66,1.39,3,2,7.5,2,0.333333333,0.333333333,0.5,0,0.125786164,0.58490566,0.303030303,0
Washington Wizards,6/1/2022,24,13.75,52,51,66,,5,13,5,,2.76,5.9,2.91,,20,20,10,0,9.46,9.46,5.4,0,2.6,2.55,6.6,0,0.25,0.65,0.5,0,0.291754757,0.623678647,0.538888889,0
Orlando Magic,6/1/2022,30,29.05,57,42,66,,5,4,6,,2.79,2.85,4.08,,25,25,9,0,25.65,25.65,7.31,0,2.28,1.68,7.333333333,0,0.2,0.16,0.666666667,0,0.10877193,0.111111111,0.558139535,0
Atlanta Hawks,6/1/2022,36,26.3,75,67,119,,8,12,7,,5.99,8.8,5.07,,31,31,16,0,22.83,22.83,12.05,0,2.419354839,2.161290323,7.4375,0,0.258064516,0.387096774,0.4375,0,0.262374069,0.385457731,0.420746888,0
Minnesota Timberwolves,6/1/2022,12,13.23,18,15,19,,1,1,0,,1.02,1.27,0,,8,8,5,0,9.64,9.64,7.43,0,2.25,1.875,3.8,0,0.125,0.125,0,0,0.105809129,0.131742739,0,0
Boston Celtics,6/1/2022,31,33.41,64,50,89,,6,9,5,,9.45,13.41,7.37,,22,22,11,0,24.65,24.65,12.43,0,2.909090909,2.272727273,8.090909091,0,0.272727273,0.409090909,0.454545455,0,0.38336714,0.544016227,0.592920354,0
Dallas Mavericks,6/1/2022,36,36.94,88,68,159,,12,11,12,,10.23,11.01,10.33,,29,29,20,0,30,30,20.06,0,3.034482759,2.344827586,7.95,0,0.413793103,0.379310345,0.6,0,0.341,0.367,0.514955135,0
Detroit Pistons,6/1/2022,35,32.81,83,69,144,,9,12,12,,4.19,15.2,14.29,,34,34,19,0,32.59,32.59,21.51,0,2.441176471,2.029411765,7.578947368,0,0.264705882,0.352941176,0.631578947,0,0.128567045,0.466400736,0.664342166,0
Memphis Grizzlies,6/1/2022,19,13.31,42,36,52,,5,5,3,,2.45,2.95,1.72,,18,18,7,0,12.53,12.53,4.76,0,2.333333333,2,7.428571429,0,0.277777778,0.277777778,0.428571429,0,0.195530726,0.235434956,0.361344538,0
Sacramento Kings,6/1/2022,3,2.81,9,8,21,,2,2,1,,2.44,2.44,0.69,,3,3,3,0,2.81,2.81,2.81,0,3,2.666666667,7,0,0.666666667,0.666666667,0.333333333,0,0.868327402,0.868327402,0.245551601,0
San Antonio Spurs,6/1/2022,16,13.32,36,24,74,,6,3,6,,4.12,2.17,4.83,,12,12,9,0,8.7,8.7,7.72,0,3,2,8.222222222,0,0.5,0.25,0.666666667,0,0.473563218,0.249425287,0.625647668,0
Unsure,6/1/2022,169,146.09,331,259,496,,26,32,25,,20.44,32.66,15.9,,133,133,70,0,109.05,109.05,49.93,0,2.488721805,1.947368421,7.085714286,0,0.195488722,0.240601504,0.357142857,0,0.187436956,0.299495644,0.318445824,0
Milwaukee Bucks,6/1/2022,14,19.71,28,25,54,,3,4,3,,9.6,6.19,5.49,,11,11,8,0,17.55,17.55,14.97,0,2.545454545,2.272727273,6.75,0,0.272727273,0.363636364,0.375,0,0.547008547,0.352706553,0.366733467,0
New York Knicks/Brooklyn Nets,6/1/2022,43,51.59,106,83,196,,17,17,14,,16.34,20.21,12.55,,36,36,23,0,38.2,38.2,20.13,0,2.944444444,2.305555556,8.52173913,0,0.472222222,0.472222222,0.608695652,0,0.427748691,0.529057592,0.623447591,0
Cleveland Cavaliers,6/1/2022,23,24.98,44,41,71,,3,5,4,,3.7,10.83,8.88,,18,18,10,0,21.78,21.78,14.61,0,2.444444444,2.277777778,7.1,0,0.166666667,0.277777778,0.4,0,0.169880624,0.497245179,0.607802875,0
Indiana Pacers,6/1/2022,20,31.53,47,38,95,,7,8,5,,10.37,13.77,9.77,,16,16,13,0,23.56,23.56,20.47,0,2.9375,2.375,7.307692308,0,0.4375,0.5,0.384615385,0,0.440152801,0.584465195,0.47728383,0
Chicago Bulls,6/1/2022,33,50.03,81,71,139,,9,13,6,,11.46,13.92,7.09,,30,30,19,0,43.29,43.29,29.42,0,2.7,2.366666667,7.315789474,0,0.3,0.433333333,0.315789474,0,0.264726265,0.321552322,0.240992522,0
Los Angeles Lakers/Clippers,6/1/2022,32,47.84,92,67,194,,14,14,13,,23.63,27.3,22.88,,28,28,23,0,45.13,45.13,42.14,0,3.285714286,2.392857143,8.434782609,0,0.5,0.5,0.565217391,0,0.523598493,0.604919123,0.542952065,0
Charlotte Hornets,6/1/2022,39,31.85,89,67,126,,11,11,9,,10.16,12.8,7.94,,32,32,16,0,25.88,25.88,16.15,0,2.78125,2.09375,7.875,0,0.34375,0.34375,0.5625,0,0.392581144,0.494590417,0.491640867,0
No Team,6/1/2022,114,99.65,238,196,371,,20,27,20,,24.08,25.82,19.05,,95,95,54,0,86.75,86.75,56.75,0,2.505263158,2.063157895,6.87037037,0,0.210526316,0.284210526,0.37037037,0,0.277579251,0.297636888,0.335682819,0
New Orleans Pelicans,6/1/2022,19,21.36,46,35,57,,6,5,5,,6.98,6.42,6.77,,16,16,8,0,19.15,19.15,7.89,0,2.875,2.1875,7.125,0,0.375,0.3125,0.625,0,0.364490862,0.335248042,0.858048162,0
Philadelphia 76ers,6/1/2022,33,34.28,83,64,108,,7,8,6,,7.91,5.57,6.44,,29,29,17,0,28.82,28.82,21.73,0,2.862068966,2.206896552,6.352941176,0,0.24137931,0.275862069,0.352941176,0,0.274462179,0.193268563,0.296364473,0
Miami Heat,6/1/2022,24,20.53,55,43,78,,4,5,4,,4.74,5.31,4.21,,21,21,13,0,19.63,19.63,14.02,0,2.619047619,2.047619048,6,0,0.19047619,0.238095238,0.307692308,0,0.241467142,0.27050433,0.300285307,0
Utah Jazz,6/1/2022,7,5.14,13,11,19,,0,0,0,,0,0,0,,6,6,5,0,4.79,4.79,4.59,0,2.166666667,1.833333333,3.8,0,0,0,0,0,0,0,0,0
Oklahoma City Thunder,6/1/2022,18,10.75,40,31,70,,6,7,5,,4.39,4.29,3.07,,14,14,8,0,7.88,7.88,5.56,0,2.857142857,2.214285714,8.75,0,0.428571429,0.5,0.625,0,0.557106599,0.544416244,0.552158273,0
Portland Trail Blazers,6/1/2022,9,11.63,23,16,42,,2,2,2,,1.55,1.55,2.35,,8,8,5,0,8.95,8.95,5.57,0,2.875,2,8.4,0,0.25,0.25,0.4,0,0.173184358,0.173184358,0.421903052,0
Houston Rockets,6/1/2022,13,6.97,28,19,41,,5,2,1,,2.19,0.57,0.2,,10,10,6,0,4.68,4.68,2.39,0,2.8,1.9,6.833333333,0,0.5,0.2,0.166666667,0,0.467948718,0.121794872,0.083682008,0
Los Angeles Lakers,6/1/2022,22,31.39,34,37,29,,2,7,1,,3.99,11.85,1.48,,16,16,5,0,23.9,23.9,9.68,0,2.125,2.3125,5.8,0,0.125,0.4375,0.2,0,0.166945607,0.4958159,0.152892562,0
Golden State Warriors,6/1/2022,8,6.82,20,14,42,,2,2,2,,2.56,1.43,1.43,,7,7,6,0,6.25,6.25,5.8,0,2.857142857,2,7,0,0.285714286,0.285714286,0.333333333,0,0.4096,0.2288,0.246551724,0
New York Knicks,6/1/2022,5,3.76,12,10,29,,2,2,3,,0.89,1.27,1.48,,4,4,3,0,3.56,3.56,1.48,0,3,2.5,9.666666667,0,0.5,0.5,1,0,0.25,0.356741573,1,0
Phoenix Suns,6/1/2022,11,18.04,24,18,51,,3,4,4,,5.18,7,6.03,,8,8,6,0,11.05,11.05,10.16,0,3,2.25,8.5,0,0.375,0.5,0.666666667,0,0.468778281,0.633484163,0.593503937,0
Denver Nuggets,6/1/2022,4,8.18,6,7,8,,0,1,0,,0,1.78,0,,4,4,2,0,8.18,8.18,2.51,0,1.5,1.75,4,0,0,0.25,0,0,0,0.217603912,0,0
New York Knicks/Brooklyn Nets,7/1/2022,56,62.47,132,110,230,,18,23,14,,21.13,25.88,16.16,,47,47,29,0,55.24,55.24,32.66,0,2.808510638,2.340425532,7.931034483,0,0.382978723,0.489361702,0.482758621,0,0.382512672,0.468501086,0.494794856,0
Utah Jazz,7/1/2022,4,2.7,4,4,4,,0,0,0,,0,0,0,,2,2,1,0,0.99,0.99,0.69,0,2,2,4,0,0,0,0,0,0,0,0,0
Los Angeles Lakers,7/1/2022,15,26.48,43,29,80,,5,6,4,,7.4,9.91,5.3,,13,13,10,0,25.62,25.62,22.78,0,3.307692308,2.230769231,8,0,0.384615385,0.461538462,0.4,0,0.288836846,0.386807182,0.232660228,0
Detroit Pistons,7/1/2022,28,32.75,57,47,79,,6,8,5,,10.17,11.95,7.72,,21,21,13,0,25.65,25.65,17.29,0,2.714285714,2.238095238,6.076923077,0,0.285714286,0.380952381,0.384615385,0,0.396491228,0.46588694,0.446500868,0
New York Knicks,7/1/2022,6,4.14,13,11,17,,0,1,1,,0,0.83,0.83,,5,5,2,0,2.98,2.98,1.12,0,2.6,2.2,8.5,0,0,0.2,0.5,0,0,0.27852349,0.741071429,0
Orlando Magic,7/1/2022,30,33.83,58,49,106,,7,9,6,,12.25,11.89,6.21,,22,22,13,0,27.48,27.48,18.4,0,2.636363636,2.227272727,8.153846154,0,0.318181818,0.409090909,0.461538462,0,0.445778748,0.432678311,0.3375,0
Boston Celtics,7/1/2022,32,25.02,68,52,66,,6,7,2,,5.23,4.03,2.48,,25,25,10,0,21.79,21.79,12.3,0,2.72,2.08,6.6,0,0.24,0.28,0.2,0,0.240018357,0.184947223,0.201626016,0
Indiana Pacers,7/1/2022,12,7.6,29,25,55,,3,4,4,,3.04,2.35,3.3,,12,12,7,0,7.6,7.6,5.68,0,2.416666667,2.083333333,7.857142857,0,0.25,0.333333333,0.571428571,0,0.4,0.309210526,0.580985915,0
San Antonio Spurs,7/1/2022,18,14.4,39,31,71,,3,5,4,,5.67,4.98,6.13,,15,15,12,0,12.5,12.5,11.14,0,2.6,2.066666667,5.916666667,0,0.2,0.333333333,0.333333333,0,0.4536,0.3984,0.5502693,0
Miami Heat,7/1/2022,34,32.19,74,60,122,,8,10,6,,8.55,10.47,4.78,,27,27,17,0,25.52,25.52,14.07,0,2.740740741,2.222222222,7.176470588,0,0.296296296,0.37037037,0.352941176,0,0.335031348,0.410266458,0.339729922,0
Charlotte Hornets,7/1/2022,35,27.79,80,59,137,,9,8,9,,4.43,4.83,4.77,,31,31,18,0,24.99,24.99,14.57,0,2.580645161,1.903225806,7.611111111,0,0.290322581,0.258064516,0.5,0,0.177270908,0.193277311,0.327385038,0
